idID;Gemeente;Gebied;Ernstig overgewicht (%)
1931;Krimpenerwaard;Wijk 08 Haastrecht;14
1931;Krimpenerwaard;Wijk 10 Stolwijk;15
1931;Krimpenerwaard;Wijk 11 Vlist;14
1931;Krimpenerwaard;Wijk 12 Schoonhoven;16
1659;Laarbeek;Gemeente;
1659;Laarbeek;Wijk 00 Beek en Donk;12
1659;Laarbeek;Wijk 01 Aarle-Rixtel;13
1659;Laarbeek;Wijk 02 Lieshout;12
1659;Laarbeek;Wijk 03 Mariahout;12
1685;Landerd;Gemeente;
1685;Landerd;Wijk 00 Schaijk;15
1685;Landerd;Wijk 01 Reek;16
1685;Landerd;Wijk 02 Zeeland;13
1685;Landerd;Wijk 09 Verspreide huizen Zeeland;13
882;Landgraaf;Gemeente;
882;Landgraaf;Wijk 00 Schaesberg;18
882;Landgraaf;Wijk 01 Nieuwenhagen;19
882;Landgraaf;Wijk 02 Ubach over Worms;19
415;Landsmeer;Gemeente;
415;Landsmeer;Wijk 00 Landsmeer;13
415;Landsmeer;Wijk 01 Ilpendam;12
416;Langedijk;Gemeente;
416;Langedijk;Wijk 00;12
1621;Lansingerland;Gemeente;
1621;Lansingerland;Wijk 11 Bergschenhoek;14
1621;Lansingerland;Wijk 12 De Ackers;12
1621;Lansingerland;Wijk 13 Boterdorp;13
1621;Lansingerland;Wijk 14;9
1621;Lansingerland;Wijk 15 Oosteindsche Polder;12
1621;Lansingerland;Wijk 21 Berkel;14
1621;Lansingerland;Wijk 22 Noordpolder;14
1621;Lansingerland;Wijk 23 Meerpolder;14
1621;Lansingerland;Wijk 24 Noordeinde;11
1621;Lansingerland;Wijk 25 Zuidpolder;13
1621;Lansingerland;Wijk 26 De Wadden;11
1621;Lansingerland;Wijk 27 Westpolder;11
1621;Lansingerland;Wijk 28 Rodenrijs;11
1621;Lansingerland;Wijk 31 Bleiswijk;14
1621;Lansingerland;Wijk 32 Hoekeindse Zoom;14
1621;Lansingerland;Wijk 33 Bleiswijk Buiten;11
417;Laren;Gemeente;
417;Laren;Wijk 00;9
22;Leek;Gemeente;
22;Leek;Wijk 00 Leek;16
22;Leek;Wijk 01 Zevenhuizen;14
22;Leek;Wijk 02 Tolbert;16
22;Leek;Wijk 04 Midwolde;14
22;Leek;Wijk 05 Lettelbert;13
22;Leek;Wijk 06 Oostwold;16
22;Leek;Wijk 07 Enumatil;15
545;Leerdam;Gemeente;
545;Leerdam;Wijk 00 Leerdam;17
80;Leeuwarden;Gemeente;
80;Leeuwarden;Wijk 10 Binnenstad;11
80;Leeuwarden;Wijk 20 Transvaalwijk & Rengerspark;11
80;Leeuwarden;Wijk 21 Bilgaard & Havankpark e.o.;16
80;Leeuwarden;Wijk 22 Vrijheidswijk;16
80;Leeuwarden;Wijk 23 Lekkum e.o.;12
80;Leeuwarden;Wijk 24 Blitsaerd;10
80;Leeuwarden;Wijk 30 Oldegalileën & Bloemenbuurt;13
80;Leeuwarden;Wijk 31 Tjerk Hiddes & Cambuursterhoek;14
80;Leeuwarden;Wijk 32 Vlietzone;13
80;Leeuwarden;Wijk 33 Oranjewijk & Tulpenburg;11
80;Leeuwarden;Wijk 34 Heechterp;17
80;Leeuwarden;Wijk 35 Schieringen & De Centrale;15
80;Leeuwarden;Wijk 36 Camminghaburen;14
80;Leeuwarden;Wijk 37 Grote Wielen & De Groene Ster;15
80;Leeuwarden;Wijk 38 Bedrijventerreinen-Oost;13
80;Leeuwarden;Wijk 40 Achter de Hoven;13
80;Leeuwarden;Wijk 41 Schepenbuurt;19
80;Leeuwarden;Wijk 42 Wielenpôlle;18
80;Leeuwarden;Wijk 43 Huizum-Oost;13
80;Leeuwarden;Wijk 44 Huizum-West;13
80;Leeuwarden;Wijk 45 Aldlân;14
80;Leeuwarden;Wijk 46 Nijlân;13
80;Leeuwarden;Wijk 50 Hempens/Teerns e.o. & Zuiderbure;11
80;Leeuwarden;Wijk 51 Wirdum & Swichum e.o.;12
80;Leeuwarden;Wijk 52 Wytgaard e.o.;11
80;Leeuwarden;Wijk 53 Goutum e.o.;11
80;Leeuwarden;Wijk 54 Techum;10
80;Leeuwarden;Wijk 56 Wiarda;
80;Leeuwarden;Wijk 58 De Werp;
80;Leeuwarden;Wijk 60 De Zwette;11
80;Leeuwarden;Wijk 61 Vossepark & Helicon;10
80;Leeuwarden;Wijk 62 Vogelwijk & Muziekwijk;11
80;Leeuwarden;Wijk 63 Valeriuskwartier & Magere Weide;13
80;Leeuwarden;Wijk 64 Westeinde;13
80;Leeuwarden;Wijk 65 Buitengebied Noordwest;10
80;Leeuwarden;Wijk 69 De Zuidlanden;
80;Leeuwarden;Wijk 70 Wergea & Warten e.o.;13
80;Leeuwarden;Wijk 71 Reduzum e.o.;12
80;Leeuwarden;Wijk 72 Grou e.o.;12
80;Leeuwarden;Wijk 73 Jirnsum e.o.;13
81;Leeuwarderadeel;Gemeente;
81;Leeuwarderadeel;Wijk 00 Noord;14
81;Leeuwarderadeel;Wijk 01 Zuid;13
546;Leiden;Gemeente;
546;Leiden;Binnenstad-Zuid;8
546;Leiden;Binnenstad-Noord;10
546;Leiden;Stationsdistrict;9
546;Leiden;Leiden-Noord;15
546;Leiden;Roodenburgerdistrict;11
546;Leiden;Bos- en Gasthuisdistrict;14
546;Leiden;Morsdistrict;13
546;Leiden;Boerhaavedistrict;8
546;Leiden;Merenwijkdistrict;13
546;Leiden;Stevenshofdistrict;15
547;Leiderdorp;Gemeente;
547;Leiderdorp;Wijk 00;14
547;Leiderdorp;Wijk 01;12
547;Leiderdorp;Wijk 02;14
1916;Leidschendam-Voorburg;Gemeente;
1916;Leidschendam-Voorburg;Wijk 01 Park Veursehout;12
1916;Leidschendam-Voorburg;Wijk 02 Prinsenhof;17
1916;Leidschendam-Voorburg;Wijk 03 't Lien en omgeving;14
1916;Leidschendam-Voorburg;Wijk 04 Stompwijk;12
1916;Leidschendam-Voorburg;Wijk 05 Leidschendam-Centrum;15
1916;Leidschendam-Voorburg;Wijk 06 De Heuvel en omgeving;17
1916;Leidschendam-Voorburg;Wijk 07 Damsigt en omgeving;11
1916;Leidschendam-Voorburg;Wijk 08 Essesteijn;13
1916;Leidschendam-Voorburg;Wijk 09 Voorburg Midden;13
1916;Leidschendam-Voorburg;Wijk 10 Bovenveen;15
1916;Leidschendam-Voorburg;Wijk 11 Voorburg Noord;13
1916;Leidschendam-Voorburg;Wijk 12 Voorburg West;10
995;Lelystad;Gemeente;
995;Lelystad;Zuiderzeewijk;18
995;Lelystad;Atolwijk;19
995;Lelystad;BD Bedrijven Lelystad Noord;10
995;Lelystad;Centrumzone Wijk1;18
995;Lelystad;Overijsselse Hout, Gelderse Hout;15
995;Lelystad;Industrieterrein Oostervaart;13
995;Lelystad;Schepenwijk Noord;15
995;Lelystad;Schepenwijk Oost;19
995;Lelystad;Schepenwijk West;17
995;Lelystad;Schepenwijk Zuid;18
995;Lelystad;Houtribhoogte;13
995;Lelystad;Zuigerplaspark;12
995;Lelystad;Landstrekenwijk;15
995;Lelystad;Villapark Hollandse Hout;12
995;Lelystad;Lelystad-Haven;16
995;Lelystad;Uilenweg;15
995;Lelystad;Industrieterrein Noordersluis;13
995;Lelystad;Boswijk;18
995;Lelystad;Waterwijk;19
995;Lelystad;Landerijen;14
995;Lelystad;Warande Noord;14
995;Lelystad;Warande West;17
995;Lelystad;Warande Oost;11
995;Lelystad;Industrieterrein Flevopoort;13
995;Lelystad;Stadscentrum Noord;18
995;Lelystad;Stadscentrum Zuid;19
995;Lelystad;Stadscentrum, Het Ravelijn;22
995;Lelystad;Visvijverbos;9
995;Lelystad;Runderweg;11
995;Lelystad;Zeeasterweg;9
995;Lelystad;Vlotgrasweg;13
995;Lelystad;Eendenweg;10
995;Lelystad;Vogelweg;5
995;Lelystad;Pijlstaartweg;6
995;Lelystad;Oostvaardersplassen;
1640;Leudal;Gemeente;
1640;Leudal;Heythuysen;14
1640;Leudal;Heibloem;13
1640;Leudal;Roggel;13
1640;Leudal;Neer;12
1640;Leudal;Nunhem;14
1640;Leudal;Haelen;14
1640;Leudal;Buggenum;13
1640;Leudal;Horn;16
1640;Leudal;Baexem;12
1640;Leudal;Kelpen-Oler;11
1640;Leudal;Grathem;13
1640;Leudal;Ell;11
1640;Leudal;Haler;12
1640;Leudal;Hunsel;13
1640;Leudal;Neeritter;14
1640;Leudal;Ittervoort;14
327;Leusden;Gemeente;
327;Leusden;Wijk 00 Leusden-Centrum Oost;13
327;Leusden;Wijk 01 Leusden-Centrum West;13
327;Leusden;Wijk 02 Leusden-Zuid;11
327;Leusden;Wijk 03 Achterveld;11
327;Leusden;Wijk 04 Stoutenburg;10
327;Leusden;Wijk 05 't Ruige Veld;13
733;Lingewaal;Gemeente;
733;Lingewaal;Wijk 00 Asperen;17
733;Lingewaal;Wijk 01 Heukelum;17
733;Lingewaal;Wijk 02 Vuren;17
733;Lingewaal;Wijk 03 Herwijnen;15
1705;Lingewaard;Gemeente;
1705;Lingewaard;Wijk 00 Bemmel;16
1705;Lingewaard;Wijk 01 Gendt;17
1705;Lingewaard;Wijk 02 Huissen;16
553;Lisse;Gemeente;
553;Lisse;Wijk 01 De Loosters;12
553;Lisse;Wijk 02 Halfweg;10
553;Lisse;Wijk 03 Meer en Duin;11
553;Lisse;Wijk 04 De Blinkerd;11
553;Lisse;Wijk 05 Meerenburgh;13
553;Lisse;Wijk 06 Oranjewijk;12
553;Lisse;Wijk 07 Zeeheldenwijk;12
553;Lisse;Wijk 08 Bloemenwijk;11
553;Lisse;Wijk 09 Centrum;11
553;Lisse;Wijk 10 Berkhout;11
553;Lisse;Wijk 11 Van Rijckevorsel;9
553;Lisse;Wijk 12 Componistenwijk;12
553;Lisse;Wijk 13 Schilderswijk;13
553;Lisse;Wijk 14 Vogelwijk;14
553;Lisse;Wijk 15 Dever;11
553;Lisse;Wijk 16 Geestwater;7
553;Lisse;Wijk 17 Vrouwenpolder;11
553;Lisse;Wijk 18 Lisse Rond;11
553;Lisse;Wijk 19 De Engel;15
553;Lisse;Wijk 20 Ter Beek;11
553;Lisse;Wijk 21 Roovers Broek;10
140;Littenseradiel;Gemeente;
140;Littenseradiel;Wijk 00 Zuid;12
140;Littenseradiel;Wijk 01 Noord;13
140;Littenseradiel;Wijk 02 Mantgum;10
140;Littenseradiel;Wijk 03;12
140;Littenseradiel;Wijk 04;12
262;Lochem;Gemeente;
262;Lochem;Wijk 00 Lochem kern;14
262;Lochem;Wijk 01 Lochem buitengebied;12
262;Lochem;Wijk 02 Laren;13
262;Lochem;Wijk 03 Barchem;14
262;Lochem;Wijk 04 Gorssel;14
262;Lochem;Wijk 01 Almen-Harfsen;13
809;Loon op Zand;Gemeente;
809;Loon op Zand;Wijk 10 Kaatsheuvel-West;17
809;Loon op Zand;Wijk 20 Kaatsheuvel-Oost;15
809;Loon op Zand;Wijk 30 Loon op Zand;14
809;Loon op Zand;Wijk 40 De Moer;13
331;Lopik;Gemeente;
331;Lopik;Wijk 00 Lopik, Benschop en Polsbroek;14
24;Loppersum;Gemeente;
24;Loppersum;Wijk 00;18
24;Loppersum;Wijk 01 Stedum;18
24;Loppersum;Wijk 02 Middelstum;16
24;Loppersum;Wijk 03 't Zandt;18
168;Losser;Gemeente;
168;Losser;Wijk 00 Losser;16
168;Losser;Wijk 01 Glane;15
168;Losser;Wijk 02 Overdinkel;17
168;Losser;Wijk 03 De Lutte;13
168;Losser;Wijk 04 Beuningen;13
263;Maasdriel;Gemeente;
263;Maasdriel;Wijk 00 Kerkdriel;15
263;Maasdriel;Wijk 01 Ammerzoden;15
263;Maasdriel;Wijk 02 Hedel;14
263;Maasdriel;Wijk 03 Heerewaarden;18
263;Maasdriel;Wijk 04 Rossum;16
1641;Maasgouw;Gemeente;
1641;Maasgouw;Wijk 00 Maasbracht;15
1641;Maasgouw;Wijk 01 Linne;14
1641;Maasgouw;Wijk 02 Stevensweert;14
1641;Maasgouw;Wijk 03 Ohé en Laak;13
1641;Maasgouw;Wijk 04 Thorn;14
1641;Maasgouw;Wijk 05 Heel;15
1641;Maasgouw;Wijk 06 Beegden;14
1641;Maasgouw;Wijk 07 Wessem;15
556;Maassluis;Gemeente;
556;Maassluis;Wijk 01 Taanschuurpolder;17
556;Maassluis;Wijk 02 Dijkpolder;18
556;Maassluis;Sluispolder;18
556;Maassluis;Wijk 04 Kapelpolder;18
556;Maassluis;Wijk 05 Burgemeesterswijk;16
556;Maassluis;Wijk 06 Steendijkpolder;15
556;Maassluis;Wijk 07 Aalkeetpolder;12
556;Maassluis;Wijk 08 Wilgenrijk;12
935;Maastricht;Gemeente;
935;Maastricht;Wijk 00 Centrum;10
935;Maastricht;Wijk 01 Buitenwijk Zuidwest;12
935;Maastricht;Wijk 02 Buitenwijk West;17
935;Maastricht;Wijk 03 Buitenwijk Noordwest;18
935;Maastricht;Wijk 04 Buitenwijk Oost;15
935;Maastricht;Wijk 05 Buitenwijk Noordoost;17
935;Maastricht;Wijk 06 Buitenwijk Zuidoost;16
25;Marum;Gemeente;
25;Marum;Wijk 00 Marum;15
25;Marum;Wijk 01 De Wilp;15
420;Medemblik;Gemeente;
420;Medemblik;Wijk 00;15
420;Medemblik;Wijk 01 Wognum;12
420;Medemblik;Wijk 02 Nibbixwoud en Wijzend;12
420;Medemblik;Wijk 03 Zwaagdijk-West;11
420;Medemblik;Wijk 04 Noorder Koggenland;13
420;Medemblik;Wijk 05 Sijbekarspel;12
420;Medemblik;Wijk 06 Hauwert;10
420;Medemblik;Wijk 07 Twisk;13
420;Medemblik;Wijk 08 Opperdoes;14
420;Medemblik;Wijk 09 Abbebroek;14
420;Medemblik;Wijk 00 Andijk;15
420;Medemblik;Wijk 11 Wervershoof;12
420;Medemblik;Wijk 12 Zwaagdijk;10
938;Meerssen;Gemeente;
938;Meerssen;Wijk 00 Meerssen;16
938;Meerssen;Wijk 01 Ulestraten;16
938;Meerssen;Wijk 02 Bunde - Geulle;15
1908;Menameradiel;Gemeente;
1908;Menameradiel;Wijk 00 Bouwhoek West;12
1908;Menameradiel;Wijk 01 Greidhoek;12
1908;Menameradiel;Wijk 02 Tuinbouwgebied;11
1908;Menameradiel;Wijk 03 Bouwhoek Noord;13
1987;Menterwolde;Gemeente;
1987;Menterwolde;Wijk 00 Zuidbroek;21
1987;Menterwolde;Wijk 01 Noordbroek;23
1987;Menterwolde;Wijk 02;20
1987;Menterwolde;Wijk 03;21
119;Meppel;Gemeente;
119;Meppel;Centrum;14
119;Meppel;Watertoren;18
119;Meppel;Haveltermade;17
119;Meppel;Koedijkslanden;17
119;Meppel;Berggierslanden;12
119;Meppel;Ezinge;18
119;Meppel;Oosterboer;15
119;Meppel;Nieuwveenselanden;14
119;Meppel;Blankenstein;13
119;Meppel;Industrieterrein Noord;20
119;Meppel;Industrie Oevers;15
119;Meppel;Verspreid gebied Meppel;12
119;Meppel;Nijeveen;15
119;Meppel;Rogat;16
687;Middelburg;Gemeente;
687;Middelburg;Middelburg-Centrum;12
687;Middelburg;Middelburg-Noord;11
687;Middelburg;Middelburg-Zuidwest;13
687;Middelburg;Middelburg-Zuidoost;14
687;Middelburg;Nieuw- en Sint Joosland;13
687;Middelburg;Arnemuiden;12
1842;Midden-Delfland;Gemeente;
1842;Midden-Delfland;Wijk 00 Schipluiden;11
1842;Midden-Delfland;Wijk 01 Maasland;13
1731;Midden-Drenthe;Gemeente;
1731;Midden-Drenthe;Wijk 00 Beilen;15
1731;Midden-Drenthe;Wijk 01 Hijken;17
1731;Midden-Drenthe;Wijk 02 Hooghalen;16
1731;Midden-Drenthe;Wijk 03 Wijster;16
1731;Midden-Drenthe;Wijk 04 Spier;17
1731;Midden-Drenthe;Wijk 05 Drijber;17
1731;Midden-Drenthe;Wijk 06 Smilde;17
1731;Midden-Drenthe;Wijk 07 Bovensmilde;16
1731;Midden-Drenthe;Wijk 08 Hoogersmilde;17
1731;Midden-Drenthe;Wijk 09 Westerbork;17
1731;Midden-Drenthe;Wijk 10 Elp;15
1731;Midden-Drenthe;Wijk 11 Witteveen;17
1731;Midden-Drenthe;Wijk 12 Nieuw-Balinge;17
1731;Midden-Drenthe;Wijk 13 Nieuweroord;15
1731;Midden-Drenthe;Wijk 14 Zwiggelte;15
1731;Midden-Drenthe;Wijk 15 Orvelte;16
1731;Midden-Drenthe;Wijk 16 De Broekstreek;16
815;Mill en Sint Hubert;Gemeente;
815;Mill en Sint Hubert;Wijk 00 Mill;13
815;Mill en Sint Hubert;Wijk 01 Langenboom;11
815;Mill en Sint Hubert;Wijk 02 Sint Hubert;13
815;Mill en Sint Hubert;Wijk 03 Wilbertoord;13
1709;Moerdijk;Gemeente;
1709;Moerdijk;Wijk 00 Zevenbergen;15
1709;Moerdijk;Wijk 01 Zevenbergschen Hoek;16
1709;Moerdijk;Wijk 02 Langeweg;17
1709;Moerdijk;Wijk 03 Klundert;17
1709;Moerdijk;Wijk 04 Moerdijk;19
1709;Moerdijk;Wijk 05 Noordhoek;15
1709;Moerdijk;Wijk 06 Standdaarbuiten;17
1709;Moerdijk;Wijk 07 Fijnaart;16
1709;Moerdijk;Wijk 08 Heijningen;18
1709;Moerdijk;Wijk 09 Willemstad;15
1709;Moerdijk;Wijk 10 Helwijk;20
1927;Molenwaard;Gemeente;
1927;Molenwaard;Wijk 00 Nieuw-Lekkerland;16
1927;Molenwaard;Wijk 01 Bleskensgraaf;15
1927;Molenwaard;Wijk 02 Brandwijk;14
1927;Molenwaard;Wijk 03 Goudriaan;13
1927;Molenwaard;Wijk 04 Molenaarsgraaf;14
1927;Molenwaard;Wijk 05 Ottoland;13
1927;Molenwaard;Wijk 06 Oud-Alblas;14
1927;Molenwaard;Wijk 07 Wijngaarden;14
1927;Molenwaard;Wijk 08 Groot-Ammers;15
1927;Molenwaard;Wijk 09 Langerak;15
1927;Molenwaard;Wijk 10 Nieuwpoort;16
1927;Molenwaard;Wijk 11 Streefkerk;15
1955;Montferland;Gemeente;
1955;Montferland;Wijk 00 's-Heerenberg;18
1955;Montferland;Wijk 01 Brakel;15
1955;Montferland;Wijk 02 Didam;16
335;Montfoort;Gemeente;
335;Montfoort;Wijk 00;13
335;Montfoort;Wijk 01 Linschoten;12
335;Montfoort;Wijk 02 Willeskop;12
944;Mook en Middelaar;Gemeente;
944;Mook en Middelaar;Wijk 00 Mook;12
944;Mook en Middelaar;Wijk 01 Middelaar;11
1740;Neder-Betuwe;Gemeente;
1740;Neder-Betuwe;Wijk 00 Kesteren;16
1740;Neder-Betuwe;Wijk 01 Echteld;18
1740;Neder-Betuwe;Wijk 02 Dodewaard;17
946;Nederweert;Gemeente;
946;Nederweert;Wijk 01 Nederweert;12
946;Nederweert;Wijk 02 Budschop;12
946;Nederweert;Wijk 03 Ospel;11
946;Nederweert;Wijk 04 Nederweert-Eind;11
946;Nederweert;Wijk 05 Leveroy;12
304;Neerijnen;Gemeente;
304;Neerijnen;Wijk 00 Haaften;17
304;Neerijnen;Wijk 01 Waardenburg en Opijnen;16
304;Neerijnen;Wijk 02 Varik en Ophemert;16
356;Nieuwegein;Gemeente;
356;Nieuwegein;Wijk 01 Jutphaas Wijkersloot;17
356;Nieuwegein;Wijk 02 Zuilenstein;17
356;Nieuwegein;Wijk 03 Batau Zuid;16
356;Nieuwegein;Wijk 04 Batau Boord;17
356;Nieuwegein;Wijk 05 Doorslag;16
356;Nieuwegein;Wijk 06 Huis de Geer;16
356;Nieuwegein;Wijk 07 Blokhoeve;14
356;Nieuwegein;Wijk 08 Galecop;17
356;Nieuwegein;Wijk10 Fokkesteeg;16
356;Nieuwegein;Wijk 11 Hoogzandveld;17
356;Nieuwegein;Wijk 12 Lekboulevard;17
356;Nieuwegein;Wijk 13 Vreeswijk;16
356;Nieuwegein;Wijk 14 Merwestein;19
356;Nieuwegein;Wijk 15 Park Oudegein;13
356;Nieuwegein;Wijk 16 Zandveld;17
356;Nieuwegein;Wijk 18 Het Klooster;12
356;Nieuwegein;Wijk 20 Laagraven;17
356;Nieuwegein;Wijk 21 Plettenburg;13
356;Nieuwegein;Wijk 22 De Wiers;13
356;Nieuwegein;Wijk 23 Hoge Landen;13
356;Nieuwegein;Wijk 24 Stadscentrum;16
569;Nieuwkoop;Gemeente;
569;Nieuwkoop;Wijk 00;13
569;Nieuwkoop;Wijk 01 Nieuwveen;15
569;Nieuwkoop;Wijk 02 Zevenhoven;14
569;Nieuwkoop;Wijk 03 Ter Aar;13
267;Nijkerk;Gemeente;
267;Nijkerk;Wijk 01 Nijkerk;16
267;Nijkerk;Wijk 02 't Woud;13
267;Nijkerk;Wijk 03 Nijkerkerveen;15
267;Nijkerk;Wijk 04 Verspreide huizen Nijkerk;13
267;Nijkerk;Wijk 05 Hoevelaken;13
268;Nijmegen;Gemeente;
268;Nijmegen;Wijk 01 Nijmegen-Centrum;9
268;Nijmegen;Wijk 02 Nijmegen-Oost;9
268;Nijmegen;Wijk 03 Nijmegen-Oud-West;13
268;Nijmegen;Wijk 04 Nijmegen-Nieuw-West;13
268;Nijmegen;Wijk 05 Nijmegen-Midden;11
268;Nijmegen;Wijk 06 Nijmegen-Zuid;14
268;Nijmegen;Wijk 07 Dukenburg;15
268;Nijmegen;Wijk 08 Lindenholt;15
268;Nijmegen;Wijk 09 Nijmegen-Noord;12
1930;Nissewaard;Gemeente;
1930;Nissewaard;Centrum;20
1930;Nissewaard;Schiekamp;20
1930;Nissewaard;Hoogwerf;21
1930;Nissewaard;Vierambachten;19
1930;Nissewaard;De Hoek;21
1930;Nissewaard;Gildenwijk;21
1930;Nissewaard;Groenewoud;20
1930;Nissewaard;Sterrenkwartier;20
1930;Nissewaard;Schenkel;19
1930;Nissewaard;De Elementen;19
1930;Nissewaard;Vogelenzang;21
1930;Nissewaard;De Akkers;21
1930;Nissewaard;Vriesland;20
1930;Nissewaard;Waterland;19
1930;Nissewaard;Maaswijk;17
1930;Nissewaard;Buitengebied;13
1930;Nissewaard;Heenvliet;17
1930;Nissewaard;Geervliet;17
1930;Nissewaard;Abbenbroek;15
1930;Nissewaard;Zuidland;15
1930;Nissewaard;Simonshaven;17
1930;Nissewaard;Oudenhoorn;15
1930;Nissewaard;Hekelingen;17
1695;Noord-Beveland;Gemeente;
1695;Noord-Beveland;Wijk 00 Kortgene;14
1695;Noord-Beveland;Wijk 01 Colijnsplaat;15
1695;Noord-Beveland;Wijk 02 Kats;16
1695;Noord-Beveland;Wijk 03 Kamperland;15
1695;Noord-Beveland;Wijk 04 Wissenkerke;17
1695;Noord-Beveland;Wijk 05 Geersdijk;17
1699;Noordenveld;Gemeente;
1699;Noordenveld;Wijk 00 Roden;14
1699;Noordenveld;Wijk 01 Roden;15
1699;Noordenveld;Wijk 03 Norg;15
1699;Noordenveld;Wijk 04 Norg;16
1699;Noordenveld;Wijk 06 Peize;14
171;Noordoostpolder;Gemeente;
171;Noordoostpolder;Wijk 01 Emmeloord;14
171;Noordoostpolder;Wijk 02 Bant;16
171;Noordoostpolder;Wijk 03 Luttelgeest;15
171;Noordoostpolder;Wijk 04 Marknesse;14
171;Noordoostpolder;Wijk 05 Kraggenburg;14
171;Noordoostpolder;Wijk 06 Ens;14
171;Noordoostpolder;Wijk 07 Nagele;14
171;Noordoostpolder;Wijk 08 Tollebeek;18
171;Noordoostpolder;Wijk 09 Espel;12
171;Noordoostpolder;Wijk 10 Creil;13
171;Noordoostpolder;Wijk 11 Rutten;17
171;Noordoostpolder;Wijk 12 Schokland;
575;Noordwijk;Gemeente;
575;Noordwijk;Wijk 00 Noordwijk-Binnen;14
575;Noordwijk;Wijk 01 Noordwijk Aan Zee;12
576;Noordwijkerhout;Gemeente;
576;Noordwijkerhout;Wijk 00;13
820;Nuenen, Gerwen en Nederwetten;Gemeente;
820;Nuenen, Gerwen en Nederwetten;Wijk 00 Nuenen;11
820;Nuenen, Gerwen en Nederwetten;Wijk 01 Gerwen;10
820;Nuenen, Gerwen en Nederwetten;Wijk 02 Nederwetten;12
302;Nunspeet;Gemeente;
302;Nunspeet;Wijk 00 Nunspeet;14
302;Nunspeet;Wijk 01 Elspeet-Vierhouten;15
951;Nuth;Gemeente;
951;Nuth;Wijk 00 Nuth;18
951;Nuth;Wijk 01 Wijnandsrade;16
951;Nuth;Wijk 02 Hulsberg;15
951;Nuth;Wijk 03 Schimmert;13
579;Oegstgeest;Gemeente;
579;Oegstgeest;Wijk 00 Oegstgeest;10
823;Oirschot;Gemeente;
823;Oirschot;Wijk 00 Oirschot;12
823;Oirschot;Wijk 01 Spoordonk;12
823;Oirschot;Wijk 02 Middelbeers en Westelbeers;10
823;Oirschot;Wijk 03 Oostelbeers;13
824;Oisterwijk;Gemeente;
824;Oisterwijk;Verspr.h. westen en noorden Moerg.;13
824;Oisterwijk;Pannenschuur;15
824;Oisterwijk;Heukelom;11
824;Oisterwijk;Buitengebied (Zuid);14
824;Oisterwijk;Omgeving Vinkenberg / Heuvelstraat;10
824;Oisterwijk;Omgeving George Perklaan;11
824;Oisterwijk;Centrum Moergestel;14
824;Oisterwijk;'t Westend / 't Seuverick;16
824;Oisterwijk;Bunders / Levenskerk;11
824;Oisterwijk;Buitengebied Kerkhoven;11
824;Oisterwijk;Waterhoef / Klompven;15
824;Oisterwijk;Omgeving Industrieterrein;11
824;Oisterwijk;Centrum Oisterwijk;15
824;Oisterwijk;Verspr.h. oosten en zuiden Moerg.;11
824;Oisterwijk;Omgeving Broekzijde;12
1895;Oldambt;Gemeente;
1895;Oldambt;Wijk 00 Winschoten;21
1895;Oldambt;Wijk 01 Finsterwolde;22
1895;Oldambt;Wijk 02 Drieborg;24
1895;Oldambt;Wijk 03 Beerta;22
1895;Oldambt;Wijk 04 Nieuw-Beerta;24
1895;Oldambt;Wijk 05 Nieuweschans;23
1895;Oldambt;Wijk 06 Scheemda-Heiligerlee;21
1895;Oldambt;Wijk 01 Westerlee;21
1895;Oldambt;Wijk 02 Noord;22
1895;Oldambt;Wijk 03 Midwolda;21
1895;Oldambt;Wijk 04 Nieuwolda;23
269;Oldebroek;Gemeente;
269;Oldebroek;Wijk 00 Oldebroek;16
269;Oldebroek;Wijk 01 Wezep;16
269;Oldebroek;Wijk 02 Oosterwolde;14
173;Oldenzaal;Gemeente;
173;Oldenzaal;Wijk 01 Binnenstad;17
173;Oldenzaal;Wijk 02 Het Inslag-De Kleies;16
173;Oldenzaal;Wijk 03 Glinde-Hooiland;17
173;Oldenzaal;Wijk 04 De Meijbree;14
173;Oldenzaal;Wijk 05 Haerbroek-Scholtenhoek;12
173;Oldenzaal;Wijk 06 Zuid-Berghuizen;16
173;Oldenzaal;Wijk 07 Hanzepoort;10
173;Oldenzaal;Wijk 08 Eekte-Hazewinkel;12
173;Oldenzaal;Wijk 09 Jufferbeek;11
173;Oldenzaal;Wijk 10 Het Hulsbeek;10
173;Oldenzaal;Wijk 11 De Thij;17
173;Oldenzaal;Wijk 12 De Graven Es;12
173;Oldenzaal;Wijk 13 De Essen;13
173;Oldenzaal;Wijk 14 Bekspring;11
1773;Olst-Wijhe;Gemeente;
1773;Olst-Wijhe;Wijk 01 Olst;17
1773;Olst-Wijhe;Wijk 02 Wijhe;15
1773;Olst-Wijhe;Wijk 03 Wesepe;15
1773;Olst-Wijhe;Wijk 04 Boskamp;17
1773;Olst-Wijhe;Wijk 05 Boerhaar;12
1773;Olst-Wijhe;Wijk 06 Welsum;14
1773;Olst-Wijhe;Wijk 07 Den Nul;15
1773;Olst-Wijhe;Wijk 08 Eikelhof;13
1773;Olst-Wijhe;Wijk 09 Elshof;12
1773;Olst-Wijhe;Wijk 10 Marle;9
1773;Olst-Wijhe;Wijk 11 Middel;12
1773;Olst-Wijhe;Wijk 12 Herxen;12
175;Ommen;Gemeente;
175;Ommen;Ommen;13
175;Ommen;Arrien;11
