id;Gemeente;Gebied;Overgewicht (%)
263;Maasdriel;Wijk 03 Heerewaarden;58
263;Maasdriel;Wijk 04 Rossum;57
1641;Maasgouw;Gemeente;
1641;Maasgouw;Wijk 00 Maasbracht;51
1641;Maasgouw;Wijk 01 Linne;53
1641;Maasgouw;Wijk 02 Stevensweert;54
1641;Maasgouw;Wijk 03 Ohé en Laak;52
1641;Maasgouw;Wijk 04 Thorn;53
1641;Maasgouw;Wijk 05 Heel;54
1641;Maasgouw;Wijk 06 Beegden;53
1641;Maasgouw;Wijk 07 Wessem;54
556;Maassluis;Gemeente;
556;Maassluis;Wijk 01 Taanschuurpolder;53
556;Maassluis;Wijk 02 Dijkpolder;56
556;Maassluis;Sluispolder;54
556;Maassluis;Wijk 04 Kapelpolder;55
556;Maassluis;Wijk 05 Burgemeesterswijk;53
556;Maassluis;Wijk 06 Steendijkpolder;54
556;Maassluis;Wijk 07 Aalkeetpolder;49
556;Maassluis;Wijk 08 Wilgenrijk;51
935;Maastricht;Gemeente;
935;Maastricht;Wijk 00 Centrum;37
935;Maastricht;Wijk 01 Buitenwijk Zuidwest;46
935;Maastricht;Wijk 02 Buitenwijk West;51
935;Maastricht;Wijk 03 Buitenwijk Noordwest;52
935;Maastricht;Wijk 04 Buitenwijk Oost;47
935;Maastricht;Wijk 05 Buitenwijk Noordoost;53
935;Maastricht;Wijk 06 Buitenwijk Zuidoost;50
25;Marum;Gemeente;
25;Marum;Wijk 00 Marum;54
25;Marum;Wijk 01 De Wilp;53
420;Medemblik;Gemeente;
420;Medemblik;Wijk 00;52
420;Medemblik;Wijk 01 Wognum;47
420;Medemblik;Wijk 02 Nibbixwoud en Wijzend;49
420;Medemblik;Wijk 03 Zwaagdijk-West;48
420;Medemblik;Wijk 04 Noorder Koggenland;51
420;Medemblik;Wijk 05 Sijbekarspel;48
420;Medemblik;Wijk 06 Hauwert;47
420;Medemblik;Wijk 07 Twisk;52
420;Medemblik;Wijk 08 Opperdoes;51
420;Medemblik;Wijk 09 Abbebroek;51
420;Medemblik;Wijk 00 Andijk;53
420;Medemblik;Wijk 11 Wervershoof;48
420;Medemblik;Wijk 12 Zwaagdijk;46
938;Meerssen;Gemeente;
938;Meerssen;Wijk 00 Meerssen;53
938;Meerssen;Wijk 01 Ulestraten;54
938;Meerssen;Wijk 02 Bunde - Geulle;51
1908;Menameradiel;Gemeente;
1908;Menameradiel;Wijk 00 Bouwhoek West;50
1908;Menameradiel;Wijk 01 Greidhoek;50
1908;Menameradiel;Wijk 02 Tuinbouwgebied;51
1908;Menameradiel;Wijk 03 Bouwhoek Noord;52
1987;Menterwolde;Gemeente;
1987;Menterwolde;Wijk 00 Zuidbroek;60
1987;Menterwolde;Wijk 01 Noordbroek;62
1987;Menterwolde;Wijk 02;62
1987;Menterwolde;Wijk 03;61
119;Meppel;Gemeente;
119;Meppel;Centrum;48
119;Meppel;Watertoren;51
119;Meppel;Haveltermade;51
119;Meppel;Koedijkslanden;52
119;Meppel;Berggierslanden;45
119;Meppel;Ezinge;51
119;Meppel;Oosterboer;49
119;Meppel;Nieuwveenselanden;45
119;Meppel;Blankenstein;49
119;Meppel;Industrieterrein Noord;53
119;Meppel;Industrie Oevers;51
119;Meppel;Verspreid gebied Meppel;47
119;Meppel;Nijeveen;52
119;Meppel;Rogat;50
687;Middelburg;Gemeente;
687;Middelburg;Middelburg-Centrum;44
687;Middelburg;Middelburg-Noord;47
687;Middelburg;Middelburg-Zuidwest;48
687;Middelburg;Middelburg-Zuidoost;50
687;Middelburg;Nieuw- en Sint Joosland;48
687;Middelburg;Arnemuiden;49
1842;Midden-Delfland;Gemeente;
1842;Midden-Delfland;Wijk 00 Schipluiden;47
1842;Midden-Delfland;Wijk 01 Maasland;50
1731;Midden-Drenthe;Gemeente;
1731;Midden-Drenthe;Wijk 00 Beilen;54
1731;Midden-Drenthe;Wijk 01 Hijken;53
1731;Midden-Drenthe;Wijk 02 Hooghalen;55
1731;Midden-Drenthe;Wijk 03 Wijster;54
1731;Midden-Drenthe;Wijk 04 Spier;55
1731;Midden-Drenthe;Wijk 05 Drijber;56
1731;Midden-Drenthe;Wijk 06 Smilde;55
1731;Midden-Drenthe;Wijk 07 Bovensmilde;55
1731;Midden-Drenthe;Wijk 08 Hoogersmilde;55
1731;Midden-Drenthe;Wijk 09 Westerbork;53
1731;Midden-Drenthe;Wijk 10 Elp;53
1731;Midden-Drenthe;Wijk 11 Witteveen;55
1731;Midden-Drenthe;Wijk 12 Nieuw-Balinge;56
1731;Midden-Drenthe;Wijk 13 Nieuweroord;52
1731;Midden-Drenthe;Wijk 14 Zwiggelte;52
1731;Midden-Drenthe;Wijk 15 Orvelte;55
1731;Midden-Drenthe;Wijk 16 De Broekstreek;54
815;Mill en Sint Hubert;Gemeente;
815;Mill en Sint Hubert;Wijk 00 Mill;50
815;Mill en Sint Hubert;Wijk 01 Langenboom;47
815;Mill en Sint Hubert;Wijk 02 Sint Hubert;49
815;Mill en Sint Hubert;Wijk 03 Wilbertoord;47
1709;Moerdijk;Gemeente;
1709;Moerdijk;Wijk 00 Zevenbergen;55
1709;Moerdijk;Wijk 01 Zevenbergschen Hoek;55
1709;Moerdijk;Wijk 02 Langeweg;53
1709;Moerdijk;Wijk 03 Klundert;57
1709;Moerdijk;Wijk 04 Moerdijk;60
1709;Moerdijk;Wijk 05 Noordhoek;55
1709;Moerdijk;Wijk 06 Standdaarbuiten;56
1709;Moerdijk;Wijk 07 Fijnaart;57
1709;Moerdijk;Wijk 08 Heijningen;59
1709;Moerdijk;Wijk 09 Willemstad;55
1709;Moerdijk;Wijk 10 Helwijk;60
1927;Molenwaard;Gemeente;
1927;Molenwaard;Wijk 00 Nieuw-Lekkerland;54
1927;Molenwaard;Wijk 01 Bleskensgraaf;50
1927;Molenwaard;Wijk 02 Brandwijk;50
1927;Molenwaard;Wijk 03 Goudriaan;50
1927;Molenwaard;Wijk 04 Molenaarsgraaf;51
1927;Molenwaard;Wijk 05 Ottoland;49
1927;Molenwaard;Wijk 06 Oud-Alblas;49
1927;Molenwaard;Wijk 07 Wijngaarden;50
1927;Molenwaard;Wijk 08 Groot-Ammers;52
1927;Molenwaard;Wijk 09 Langerak;52
1927;Molenwaard;Wijk 10 Nieuwpoort;54
1927;Molenwaard;Wijk 11 Streefkerk;52
1955;Montferland;Gemeente;
1955;Montferland;Wijk 00 's-Heerenberg;56
1955;Montferland;Wijk 01 Brakel;54
1955;Montferland;Wijk 02 Didam;55
335;Montfoort;Gemeente;
335;Montfoort;Wijk 00;50
335;Montfoort;Wijk 01 Linschoten;47
335;Montfoort;Wijk 02 Willeskop;47
944;Mook en Middelaar;Gemeente;
944;Mook en Middelaar;Wijk 00 Mook;48
944;Mook en Middelaar;Wijk 01 Middelaar;51
1740;Neder-Betuwe;Gemeente;
1740;Neder-Betuwe;Wijk 00 Kesteren;54
1740;Neder-Betuwe;Wijk 01 Echteld;57
1740;Neder-Betuwe;Wijk 02 Dodewaard;59
946;Nederweert;Gemeente;
946;Nederweert;Wijk 01 Nederweert;49
946;Nederweert;Wijk 02 Budschop;49
946;Nederweert;Wijk 03 Ospel;49
946;Nederweert;Wijk 04 Nederweert-Eind;49
946;Nederweert;Wijk 05 Leveroy;49
304;Neerijnen;Gemeente;
304;Neerijnen;Wijk 00 Haaften;54
304;Neerijnen;Wijk 01 Waardenburg en Opijnen;55
304;Neerijnen;Wijk 02 Varik en Ophemert;57
356;Nieuwegein;Gemeente;
356;Nieuwegein;Wijk 01 Jutphaas Wijkersloot;51
356;Nieuwegein;Wijk 02 Zuilenstein;53
356;Nieuwegein;Wijk 03 Batau Zuid;51
356;Nieuwegein;Wijk 04 Batau Boord;52
356;Nieuwegein;Wijk 05 Doorslag;52
356;Nieuwegein;Wijk 06 Huis de Geer;54
356;Nieuwegein;Wijk 07 Blokhoeve;49
356;Nieuwegein;Wijk 08 Galecop;54
356;Nieuwegein;Wijk10 Fokkesteeg;52
356;Nieuwegein;Wijk 11 Hoogzandveld;54
356;Nieuwegein;Wijk 12 Lekboulevard;55
356;Nieuwegein;Wijk 13 Vreeswijk;52
356;Nieuwegein;Wijk 14 Merwestein;51
356;Nieuwegein;Wijk 15 Park Oudegein;51
356;Nieuwegein;Wijk 16 Zandveld;53
356;Nieuwegein;Wijk 18 Het Klooster;47
356;Nieuwegein;Wijk 20 Laagraven;52
356;Nieuwegein;Wijk 21 Plettenburg;47
356;Nieuwegein;Wijk 22 De Wiers;49
356;Nieuwegein;Wijk 23 Hoge Landen;53
356;Nieuwegein;Wijk 24 Stadscentrum;49
569;Nieuwkoop;Gemeente;
569;Nieuwkoop;Wijk 00;50
569;Nieuwkoop;Wijk 01 Nieuwveen;51
569;Nieuwkoop;Wijk 02 Zevenhoven;52
569;Nieuwkoop;Wijk 03 Ter Aar;51
267;Nijkerk;Gemeente;
267;Nijkerk;Wijk 01 Nijkerk;50
267;Nijkerk;Wijk 02 't Woud;49
267;Nijkerk;Wijk 03 Nijkerkerveen;52
267;Nijkerk;Wijk 04 Verspreide huizen Nijkerk;48
267;Nijkerk;Wijk 05 Hoevelaken;47
268;Nijmegen;Gemeente;
268;Nijmegen;Wijk 01 Nijmegen-Centrum;31
268;Nijmegen;Wijk 02 Nijmegen-Oost;33
268;Nijmegen;Wijk 03 Nijmegen-Oud-West;42
268;Nijmegen;Wijk 04 Nijmegen-Nieuw-West;44
268;Nijmegen;Wijk 05 Nijmegen-Midden;40
268;Nijmegen;Wijk 06 Nijmegen-Zuid;46
268;Nijmegen;Wijk 07 Dukenburg;51
268;Nijmegen;Wijk 08 Lindenholt;51
268;Nijmegen;Wijk 09 Nijmegen-Noord;46
1930;Nissewaard;Gemeente;
1930;Nissewaard;Centrum;57
1930;Nissewaard;Schiekamp;57
1930;Nissewaard;Hoogwerf;57
1930;Nissewaard;Vierambachten;57
1930;Nissewaard;De Hoek;58
1930;Nissewaard;Gildenwijk;57
1930;Nissewaard;Groenewoud;58
1930;Nissewaard;Sterrenkwartier;58
1930;Nissewaard;Schenkel;59
1930;Nissewaard;De Elementen;58
1930;Nissewaard;Vogelenzang;59
1930;Nissewaard;De Akkers;59
1930;Nissewaard;Vriesland;58
1930;Nissewaard;Waterland;58
1930;Nissewaard;Maaswijk;56
1930;Nissewaard;Buitengebied;47
1930;Nissewaard;Heenvliet;56
1930;Nissewaard;Geervliet;56
1930;Nissewaard;Abbenbroek;54
1930;Nissewaard;Zuidland;54
1930;Nissewaard;Simonshaven;54
1930;Nissewaard;Oudenhoorn;53
1930;Nissewaard;Hekelingen;56
1695;Noord-Beveland;Gemeente;
1695;Noord-Beveland;Wijk 00 Kortgene;51
1695;Noord-Beveland;Wijk 01 Colijnsplaat;52
1695;Noord-Beveland;Wijk 02 Kats;51
1695;Noord-Beveland;Wijk 03 Kamperland;51
1695;Noord-Beveland;Wijk 04 Wissenkerke;53
1695;Noord-Beveland;Wijk 05 Geersdijk;54
1699;Noordenveld;Gemeente;
1699;Noordenveld;Wijk 00 Roden;52
1699;Noordenveld;Wijk 01 Roden;51
1699;Noordenveld;Wijk 03 Norg;52
1699;Noordenveld;Wijk 04 Norg;51
1699;Noordenveld;Wijk 06 Peize;49
171;Noordoostpolder;Gemeente;
171;Noordoostpolder;Wijk 01 Emmeloord;49
171;Noordoostpolder;Wijk 02 Bant;57
171;Noordoostpolder;Wijk 03 Luttelgeest;51
171;Noordoostpolder;Wijk 04 Marknesse;48
171;Noordoostpolder;Wijk 05 Kraggenburg;53
171;Noordoostpolder;Wijk 06 Ens;48
171;Noordoostpolder;Wijk 07 Nagele;51
171;Noordoostpolder;Wijk 08 Tollebeek;52
171;Noordoostpolder;Wijk 09 Espel;53
171;Noordoostpolder;Wijk 10 Creil;54
171;Noordoostpolder;Wijk 11 Rutten;55
171;Noordoostpolder;Wijk 12 Schokland;
575;Noordwijk;Gemeente;
575;Noordwijk;Wijk 00 Noordwijk-Binnen;51
575;Noordwijk;Wijk 01 Noordwijk Aan Zee;49
576;Noordwijkerhout;Gemeente;
576;Noordwijkerhout;Wijk 00;50
820;Nuenen, Gerwen en Nederwetten;Gemeente;
820;Nuenen, Gerwen en Nederwetten;Wijk 00 Nuenen;46
820;Nuenen, Gerwen en Nederwetten;Wijk 01 Gerwen;46
820;Nuenen, Gerwen en Nederwetten;Wijk 02 Nederwetten;47
302;Nunspeet;Gemeente;
302;Nunspeet;Wijk 00 Nunspeet;51
302;Nunspeet;Wijk 01 Elspeet-Vierhouten;51
951;Nuth;Gemeente;
951;Nuth;Wijk 00 Nuth;56
951;Nuth;Wijk 01 Wijnandsrade;54
951;Nuth;Wijk 02 Hulsberg;53
951;Nuth;Wijk 03 Schimmert;51
579;Oegstgeest;Gemeente;
579;Oegstgeest;Wijk 00 Oegstgeest;44
823;Oirschot;Gemeente;
823;Oirschot;Wijk 00 Oirschot;50
823;Oirschot;Wijk 01 Spoordonk;48
823;Oirschot;Wijk 02 Middelbeers en Westelbeers;48
823;Oirschot;Wijk 03 Oostelbeers;52
824;Oisterwijk;Gemeente;
824;Oisterwijk;Verspr.h. westen en noorden Moerg.;47
824;Oisterwijk;Pannenschuur;50
824;Oisterwijk;Heukelom;48
824;Oisterwijk;Buitengebied (Zuid);46
824;Oisterwijk;Omgeving Vinkenberg / Heuvelstraat;46
824;Oisterwijk;Omgeving George Perklaan;49
824;Oisterwijk;Centrum Moergestel;51
824;Oisterwijk;'t Westend / 't Seuverick;54
824;Oisterwijk;Bunders / Levenskerk;47
824;Oisterwijk;Buitengebied Kerkhoven;48
824;Oisterwijk;Waterhoef / Klompven;51
824;Oisterwijk;Omgeving Industrieterrein;48
824;Oisterwijk;Centrum Oisterwijk;53
824;Oisterwijk;Verspr.h. oosten en zuiden Moerg.;47
824;Oisterwijk;Omgeving Broekzijde;48
1895;Oldambt;Gemeente;
1895;Oldambt;Wijk 00 Winschoten;60
1895;Oldambt;Wijk 01 Finsterwolde;64
1895;Oldambt;Wijk 02 Drieborg;62
1895;Oldambt;Wijk 03 Beerta;62
1895;Oldambt;Wijk 04 Nieuw-Beerta;61
1895;Oldambt;Wijk 05 Nieuweschans;66
1895;Oldambt;Wijk 06 Scheemda-Heiligerlee;62
1895;Oldambt;Wijk 01 Westerlee;62
1895;Oldambt;Wijk 02 Noord;60
1895;Oldambt;Wijk 03 Midwolda;62
1895;Oldambt;Wijk 04 Nieuwolda;63
269;Oldebroek;Gemeente;
269;Oldebroek;Wijk 00 Oldebroek;54
269;Oldebroek;Wijk 01 Wezep;53
269;Oldebroek;Wijk 02 Oosterwolde;52
173;Oldenzaal;Gemeente;
173;Oldenzaal;Wijk 01 Binnenstad;52
173;Oldenzaal;Wijk 02 Het Inslag-De Kleies;51
173;Oldenzaal;Wijk 03 Glinde-Hooiland;53
173;Oldenzaal;Wijk 04 De Meijbree;51
173;Oldenzaal;Wijk 05 Haerbroek-Scholtenhoek;49
173;Oldenzaal;Wijk 06 Zuid-Berghuizen;55
173;Oldenzaal;Wijk 07 Hanzepoort;50
173;Oldenzaal;Wijk 08 Eekte-Hazewinkel;51
173;Oldenzaal;Wijk 09 Jufferbeek;49
173;Oldenzaal;Wijk 10 Het Hulsbeek;46
173;Oldenzaal;Wijk 11 De Thij;56
173;Oldenzaal;Wijk 12 De Graven Es;48
173;Oldenzaal;Wijk 13 De Essen;51
173;Oldenzaal;Wijk 14 Bekspring;46
1773;Olst-Wijhe;Gemeente;
1773;Olst-Wijhe;Wijk 01 Olst;54
1773;Olst-Wijhe;Wijk 02 Wijhe;51
1773;Olst-Wijhe;Wijk 03 Wesepe;50
1773;Olst-Wijhe;Wijk 04 Boskamp;55
1773;Olst-Wijhe;Wijk 05 Boerhaar;46
1773;Olst-Wijhe;Wijk 06 Welsum;52
1773;Olst-Wijhe;Wijk 07 Den Nul;52
1773;Olst-Wijhe;Wijk 08 Eikelhof;50
1773;Olst-Wijhe;Wijk 09 Elshof;48
1773;Olst-Wijhe;Wijk 10 Marle;44
1773;Olst-Wijhe;Wijk 11 Middel;49
1773;Olst-Wijhe;Wijk 12 Herxen;46
175;Ommen;Gemeente;
175;Ommen;Ommen;51
175;Ommen;Arrien;51
175;Ommen;Beerze;50
175;Ommen;Beerzerveld;57
175;Ommen;Dalmsholte;49
175;Ommen;Giethmen;52
175;Ommen;Lemele;49
175;Ommen;Stegeren;53
175;Ommen;Vilsteren;53
175;Ommen;Vinkenbuurt;51
175;Ommen;Witharen;49
881;Onderbanken;Gemeente;
881;Onderbanken;Wijk 00 Onderbanken;58
1586;Oost Gelre;Gemeente;
1586;Oost Gelre;Wijk 01 Lichtenvoorde;51
1586;Oost Gelre;Wijk 02 Harreveld;52
1586;Oost Gelre;Wijk 03 Zieuwewnt;52
1586;Oost Gelre;Wijk 04 Lievelde;52
1586;Oost Gelre;Wijk 05 Vragender;49
1586;Oost Gelre;Wijk 06 Groenlo;54
1586;Oost Gelre;Wijk 07 Marienvelde;53
826;Oosterhout;Gemeente;
826;Oosterhout;Wijk 00 Oosterhout-Centrum;52
826;Oosterhout;Wijk 01 Slotjes;52
826;Oosterhout;Wijk 02 West;50
826;Oosterhout;Wijk 03 Strijen;53
826;Oosterhout;Wijk 04 Leijsenakkers;52
826;Oosterhout;Wijk 05 Oosterheide;53
826;Oosterhout;Wijk 06 Dommelbergen;53
826;Oosterhout;Wijk 07 Vrachelen;50
826;Oosterhout;Wijk 08 Industrieterrein Zuid;54
826;Oosterhout;Wijk 09 Industrieterrein Noord;50
826;Oosterhout;Wijk 10 Buitengebied Oosterhout;46
826;Oosterhout;Wijk 11 Den Hout;50
826;Oosterhout;Wijk 12 Oosteind;51
826;Oosterhout;Wijk 13 Dorst;51
85;Ooststellingwerf;Gemeente;
85;Ooststellingwerf;Wijk 00 Oosterwolde;54
85;Ooststellingwerf;Wijk 01 Donkerbroek;51
85;Ooststellingwerf;Wijk 02 Makkinga;52
85;Ooststellingwerf;Wijk 03 Oldeberkoop;51
85;Ooststellingwerf;Wijk 04 Haulerwijk;54
85;Ooststellingwerf;Wijk 05 Appelscha;55
431;Oostzaan;Gemeente;
431;Oostzaan;Wijk 00;51
432;Opmeer;Gemeente;
432;Opmeer;Wijk 00;47
432;Opmeer;Wijk 01;47
432;Opmeer;Wijk 02;47
86;Opsterland;Gemeente;
86;Opsterland;Wijk 00 Gorredijk;52
86;Opsterland;Wijk 01 Langezwaag;49
86;Opsterland;Wijk 02 Terwispel;47
86;Opsterland;Wijk 03 Beetsterzwaag;52
86;Opsterland;Wijk 04 Ureterp;53
86;Opsterland;Wijk 05 Bakkeveen;52
828;Oss;Gemeente;
828;Oss;Centrum;54
828;Oss;Schadewijk;55
828;Oss;Industrieterreinen-Zuid;50
828;Oss;Oss-Zuid;51
828;Oss;Krinkelhoek;53
828;Oss;Industrieterreinen-Noord;52
828;Oss;Ruwaard;57
828;Oss;Ussen;55
828;Oss;Buitengebied-Noord;46
828;Oss;Buitengebied-Zuid;46
828;Oss;Berghem;52
828;Oss;Haren;53
828;Oss;Macharen;55
828;Oss;Megen;55
828;Oss;Ravenstein;53
828;Oss;Herpen;54
828;Oss;Overlangel;51
828;Oss;Deursen en Dennenburg;52
828;Oss;Lith;54
828;Oss;Lithoijen;50
828;Oss;Oijen;55
828;Oss;Maren - Kessel;55
828;Oss;Geffen;51
584;Oud-Beijerland;Gemeente;
584;Oud-Beijerland;Wijk 00;54
1509;Oude IJsselstreek;Gemeente;
1509;Oude IJsselstreek;Wijk 00 Ulft-Etten;57
1509;Oude IJsselstreek;Wijk 01 Overig Gendringen;57
1509;Oude IJsselstreek;Wijk 02 Silvolde-Terborg;58
1509;Oude IJsselstreek;Wijk 03 Varsseveld;58
437;Ouder-Amstel;Gemeente;
437;Ouder-Amstel;Wijk 00;45
589;Oudewater;Gemeente;
589;Oudewater;Hekendorp;47
589;Oudewater;Oudewater;51
589;Oudewater;Papekop;50
589;Oudewater;Snelrewaard;47
1734;Overbetuwe;Gemeente;
1734;Overbetuwe;Wijk 00 Elst;49
1734;Overbetuwe;Wijk 01 Driel;53
1734;Overbetuwe;Wijk 02 Zetten;55
1734;Overbetuwe;Wijk 03 Oosterhout;55
1734;Overbetuwe;Wijk 04 Hemmen;55
590;Papendrecht;Gemeente;
590;Papendrecht;Wijk 00 Papendrecht;53
1894;Peel en Maas;Gemeente;
1894;Peel en Maas;Wijk 00 Grashoek-Koningslust;53
1894;Peel en Maas;Wijk 01 Panningen;51
1894;Peel en Maas;Wijk 02 Kessel;52
1894;Peel en Maas;Wijk 03 Maasbree;51
1894;Peel en Maas;Wijk 04 Baarlo;51
1894;Peel en Maas;Wijk 05 Meijel;50
765;Pekela;Gemeente;
765;Pekela;Wijk 00;62
765;Pekela;Wijk 01;61
1926;Pijnacker-Nootdorp;Gemeente;
1926;Pijnacker-Nootdorp;Wijk 01 Pijnacker;49
1926;Pijnacker-Nootdorp;Wijk 02 Nootdorp;47
1926;Pijnacker-Nootdorp;Wijk 03 Delfgauw;48
439;Purmerend;Gemeente;
439;Purmerend;Wijk 01 Centrum;53
439;Purmerend;Wijk 02 Overwhere;54
439;Purmerend;Wijk 03 Wheermolen;57
439;Purmerend;Wijk 04 Gors;56
439;Purmerend;Wijk 05 Purmer-Noord;58
439;Purmerend;Wijk 06 Purmer-Zuid;55
439;Purmerend;Wijk 07 Weidevenne;53
273;Putten;Gemeente;
273;Putten;Wijk 00 Putten;52
273;Putten;Wijk 01 Bosgebied en Krachtighuizen;52
177;Raalte;Gemeente;
177;Raalte;Wijk 00 Raalte-Kern;53
177;Raalte;Wijk 01 Raalte-overig en buitengebied;48
177;Raalte;Wijk 02 Heeten;48
177;Raalte;Wijk 03 Luttenberg;48
177;Raalte;Wijk 04 Broekland;49
177;Raalte;Wijk 05 Mariënheem;49
177;Raalte;Wijk 06 Nieuw Heeten;50
177;Raalte;Wijk 08 Heino;51
177;Raalte;Wijk 09 Laag Zuthem;48
177;Raalte;Wijk 10 Lierderholthuis;47
703;Reimerswaal;Gemeente;
703;Reimerswaal;Wijk 00 Yerseke;50
703;Reimerswaal;Wijk 01 Kruiningen;51
703;Reimerswaal;Wijk 02 Krabbendijke;50
703;Reimerswaal;Wijk 03 Waarde;48
703;Reimerswaal;Wijk 04 Rilland-Bath;57
703;Reimerswaal;Wijk 05 Hansweert;55
703;Reimerswaal;Wijk 06 Oostdijk;46
274;Renkum;Gemeente;
274;Renkum;Wijk 00 Renkum;49
274;Renkum;Wijk 01 Oosterbeek;46
274;Renkum;Wijk 02 Doorwerth;49
339;Renswoude;Gemeente;
339;Renswoude;Wijk 00;49
1667;Reusel-De Mierden;Gemeente;
1667;Reusel-De Mierden;Wijk 00 Reusel;54
1667;Reusel-De Mierden;Wijk 01 Hooge Mierde;52
1667;Reusel-De Mierden;Wijk 02 Lage Mierde;50
1667;Reusel-De Mierden;Wijk 03 Hulsel;46
275;Rheden;Gemeente;
275;Rheden;Wijk 00 Dieren;52
275;Rheden;Wijk 01 Rheden;52
275;Rheden;Wijk 02 Velp;48
340;Rhenen;Gemeente;
340;Rhenen;Wijk 00 Rhenen;50
340;Rhenen;Wijk 01 Rhenen Oost;49
340;Rhenen;Wijk 02 Rhenen West;51
340;Rhenen;Wijk 03 Rhenen Noord;51
340;Rhenen;Wijk 04 Grebbeberg;58
340;Rhenen;Wijk 05 Randzone;50
340;Rhenen;Wijk 06 Binnenveld;50
340;Rhenen;Wijk 07 Achterberg;49
340;Rhenen;Wijk 08 Uiterwaarden Rhenen;50
340;Rhenen;Wijk 09 Remmerden;54
340;Rhenen;Wijk 10 Heuvelrug Rhenen;56
340;Rhenen;Wijk 11 Heuvelrug Elst;53
340;Rhenen;Wijk 12 Uiterwaarden Elst;54
340;Rhenen;Wijk 13 Elst;54
597;Ridderkerk;Gemeente;
597;Ridderkerk;Centrum;54
597;Ridderkerk;West;59
597;Ridderkerk;Oost;55
597;Ridderkerk;Drievliet;56
597;Ridderkerk;Het Zand;52
597;Ridderkerk;Slikkerveer;54
597;Ridderkerk;Bolnes;58
597;Ridderkerk;Rijsoord;52
597;Ridderkerk;Oostendam;51
597;Ridderkerk;Donkersloot;51
597;Ridderkerk;Cornelisland;52
196;Rijnwaarden;Gemeente;
196;Rijnwaarden;Wijk 00 Herwen en Aerdt;60
196;Rijnwaarden;Wijk 01 Pannerden;59
1742;Rijssen-Holten;Gemeente;
1742;Rijssen-Holten;Wijk 00 Stad Rijssen;54
1742;Rijssen-Holten;Wijk 01 Stadsrand;52
1742;Rijssen-Holten;Wijk 02 Buitengebied Rijssen;49
1742;Rijssen-Holten;Wijk 03 Holten;52
1742;Rijssen-Holten;Wijk 04 Bedrijventerrein Holten;49
1742;Rijssen-Holten;Wijk 05 Buitengebied Holten;49
1742;Rijssen-Holten;Wijk 07 Bedrijventerrein Rijssen;49
1742;Rijssen-Holten;Wijk 08 Recreatiegebied De Borkeld;54
603;Rijswijk;Gemeente;
603;Rijswijk;Wijk 01;46
603;Rijswijk;Wijk 02;50
603;Rijswijk;Wijk 03;49
603;Rijswijk;Wijk 04;51
603;Rijswijk;Wijk 05;53
603;Rijswijk;Wijk 06;53
603;Rijswijk;Wijk 07;52
603;Rijswijk;Wijk 08;44
603;Rijswijk;Wijk 09;46
1669;Roerdalen;Gemeente;
1669;Roerdalen;Montfort;54
1669;Roerdalen;Sint Odiliënberg;54
1669;Roerdalen;Melick;53
1669;Roerdalen;Posterholt;56
1669;Roerdalen;Herkenbosch;56
1669;Roerdalen;Vlodrop;58
957;Roermond;Gemeente;
957;Roermond;Wijk 00 Centrum;49
957;Roermond;Wijk 01 Roermond-Oost;53
957;Roermond;Wijk 02 Roermond-Zuid;53
957;Roermond;Wijk 03 Maasniel;52
957;Roermond;Wijk 04 Donderberg en Roosendael;55
957;Roermond;Wijk 05 Donderberg en Hoogvonderen;54
957;Roermond;Wijk 06 Asenray;53
957;Roermond;Wijk 07 Herten;49
957;Roermond;Wijk 08 Swalmen;53
957;Roermond;Wijk 09 Maasplassen;53
1674;Roosendaal;Gemeente;
1674;Roosendaal;Wijk 00 Centrum;52
1674;Roosendaal;Wijk 01 Oost;54
1674;Roosendaal;Wijk 02 Noord;54
1674;Roosendaal;Wijk 03 West;55
1674;Roosendaal;Wijk 04 Groot Kroeven;56
1674;Roosendaal;Wijk 05 Langdonk;56
1674;Roosendaal;Wijk 06 Kortendijk;54
1674;Roosendaal;Wijk 07 Tolberg;53
1674;Roosendaal;Wijk 08 Industriegebieden;51
1674;Roosendaal;Wijk 10 Nispen;54
1674;Roosendaal;Wijk 11 Wouw;54
1674;Roosendaal;Wijk 12 Heerle;56
1674;Roosendaal;Wijk 13 Moerstraten;55
1674;Roosendaal;Wijk 14 Wouwse Plantage;54
599;Rotterdam;Gemeente;
599;Rotterdam;Rotterdam Centrum;40
599;Rotterdam;Delfshaven;48
599;Rotterdam;Overschie;52
599;Rotterdam;Noord;43
599;Rotterdam;Hillegersberg-Schiebroek;48
599;Rotterdam;Kralingen-Crooswijk;43
599;Rotterdam;Feijenoord;55
599;Rotterdam;IJsselmonde;57
599;Rotterdam;Pernis;58
599;Rotterdam;Prins Alexander;53
599;Rotterdam;Charlois;55
599;Rotterdam;Hoogvliet;58
599;Rotterdam;Hoek van Holland;54
599;Rotterdam;Spaanse Polder;50
599;Rotterdam;Nieuw Mathenesse;64
599;Rotterdam;Waalhaven-Eemhaven;52
599;Rotterdam;Botlek-Europoort-Maasvlakte;
599;Rotterdam;Rotterdam-Noord-West;32
599;Rotterdam;Rozenburg;57
277;Rozendaal;Gemeente;
277;Rozendaal;Wijk 00;44
840;Rucphen;Gemeente;
840;Rucphen;Wijk 00 Rucphen;53
840;Rucphen;Wijk 01 Sint Willebrord;56
840;Rucphen;Wijk 02 Sprundel;53
